1754444183.280794 server started (94692): version next-3.6, socket /tmp/tmux-1000/default, protocol 8
1754444183.280815 on Linux 6.1.0-37-amd64 #1 SMP PREEMPT_DYNAMIC Debian 6.1.140-1 (2025-05-22)
1754444183.280830 using libevent 2.1.12-stable poll
1754444183.280835 using ncurses 6.4 20221231
1754444183.294634 args_parse_flag_argument: -x = M
1754444183.294636 args_parse_flags: next -yW
1754444183.294639 args_parse_flag_argument: -y = W
1754444183.294641 args_parse_flags: next -T
1754444183.294643 args_parse_flag_argument: -T = #[align=centre]#{session_name}
1754444183.294646 args_parse_flags: next Next
1754444183.294648 args_parse: flags end at 6 of 26
1754444183.294650 args_parse: 6 = Next (type STRING)
1754444183.294653 args_parse: 7 = n (type STRING)
1754444183.294656 args_parse: 8 = switch-client -n (type COMMANDS)
1754444183.294658 args_parse: 9 = Previous (type STRING)
1754444183.294661 args_parse: 10 = p (type STRING)
1754444183.294664 args_parse: 11 = switch-client -p (type COMMANDS)
1754444183.294666 args_parse: 12 =  (type STRING)
1754444183.294669 args_parse: 13 = Renumber (type STRING)
1754444183.294671 args_parse: 14 = N (type STRING)
1754444183.294674 args_parse: 15 = move-window -r (type COMMANDS)
1754444183.294677 args_parse: 16 = Rename (type STRING)
1754444183.294679 args_parse: 17 = n (type STRING)
1754444183.294683 args_parse: 18 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1754444183.294686 args_parse: 19 =  (type STRING)
1754444183.294688 args_parse: 20 = New Session (type STRING)
1754444183.294691 args_parse: 21 = s (type STRING)
1754444183.294693 args_parse: 22 = new-session (type COMMANDS)
1754444183.294696 args_parse: 23 = New Window (type STRING)
1754444183.294698 args_parse: 24 = w (type STRING)
1754444183.294701 args_parse: 25 = new-window (type COMMANDS)
1754444183.294717 cmd_parse_build_commands: display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1754444183.294720 args_parse_flags: next -n
1754444183.294722 args_parse_flags: -n
1754444183.294725 args_parse_flags: next MouseDown3StatusLeft
1754444183.294727 args_parse: flags end at 2 of 4
1754444183.294729 args_parse: 2 = MouseDown3StatusLeft (type STRING)
1754444183.294743 args_parse: 3 = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } (type COMMANDS)
1754444183.294759 cmd_parse_build_commands: bind-key -n MouseDown3StatusLeft { display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } }
1754444183.294763 cmdq_get_command: [bind-key/0x561adbee75d0] group 970
1754444183.294765 cmdq_append <global>: [bind-key/0x561adbee75d0]
1754444183.294768 yylex_token: end at WS
1754444183.294770 yylex_token: bind
1754444183.294772 yylex_token: end at WS
1754444183.294775 yylex_token: -n
1754444183.294777 yylex_token: end at WS
1754444183.294779 yylex_token: M-MouseDown3StatusLeft
1754444183.294782 yylex_token: end at WS
1754444183.294784 yylex_token: display-menu
1754444183.294786 yylex_token: end at WS
1754444183.294788 yylex_token: -t=
1754444183.294791 yylex_token: end at WS
1754444183.294793 yylex_token: -xM
1754444183.294795 yylex_token: end at WS
1754444183.294797 yylex_token: -yW
1754444183.294799 yylex_token: end at WS
1754444183.294805 yylex_token: -T
1754444183.294807 yylex_token: end at WS
1754444183.294810 yylex_token: #[align=centre]#{session_name}
1754444183.294812 yylex_token: end at WS
1754444183.294814 yylex_token: Next
1754444183.294817 yylex_token: end at WS
1754444183.294819 yylex_token: n
1754444183.294821 yylex_token: end at WS
1754444183.294823 yylex_token: switch-client
1754444183.294826 yylex_token: end at }
1754444183.294828 yylex_token: -n
1754444183.294830 yylex_token: end at WS
1754444183.294832 yylex_token: Previous
1754444183.294835 yylex_token: end at WS
1754444183.294837 yylex_token: p
1754444183.294839 yylex_token: end at WS
1754444183.294841 yylex_token: switch-client
1754444183.294844 yylex_token: end at }
1754444183.294846 yylex_token: -p
1754444183.294848 yylex_token: end at WS
1754444183.294850 yylex_token: 
1754444183.294853 yylex_token: end at WS
1754444183.294855 yylex_token: Renumber
1754444183.294857 yylex_token: end at WS
1754444183.294859 yylex_token: N
1754444183.294861 yylex_token: end at WS
1754444183.294864 yylex_token: move-window
1754444183.294866 yylex_token: end at }
1754444183.294868 yylex_token: -r
1754444183.294870 yylex_token: end at WS
1754444183.294873 yylex_token: Rename
1754444183.294875 yylex_token: end at WS
1754444183.294877 yylex_token: n
1754444183.294879 yylex_token: end at WS
1754444183.294881 yylex_token: command-prompt
1754444183.294884 yylex_token: end at WS
1754444183.294886 yylex_token: -I
1754444183.294888 yylex_token: end at WS
1754444183.294890 yylex_token: #S
1754444183.294893 yylex_token: end at WS
1754444183.294895 yylex_token: rename-session
1754444183.294897 yylex_token: end at WS
1754444183.294899 yylex_token: --
1754444183.294901 yylex_token: end at }
1754444183.294904 yylex_token: %%
1754444183.294906 yylex_token: end at WS
1754444183.294908 yylex_token: 
1754444183.294911 yylex_token: end at WS
1754444183.294913 yylex_token: New Session
1754444183.294915 yylex_token: end at WS
1754444183.294917 yylex_token: s
1754444183.294920 yylex_token: end at }
1754444183.294922 yylex_token: new-session
1754444183.294924 yylex_token: end at WS
1754444183.294926 yylex_token: New Window
1754444183.294929 yylex_token: end at WS
1754444183.294931 yylex_token: w
1754444183.294933 yylex_token: end at }
1754444183.294935 yylex_token: new-window
1754444183.294938 cmd_parse_build_commands 0:0: bind
1754444183.294940 cmd_parse_build_commands 0:1: -n
1754444183.294943 cmd_parse_build_commands 0:2: M-MouseDown3StatusLeft
1754444183.294945 cmd_parse_build_commands 0:3 0:0: display-menu
1754444183.294948 cmd_parse_build_commands 0:3 0:1: -t=
1754444183.294950 cmd_parse_build_commands 0:3 0:2: -xM
1754444183.294952 cmd_parse_build_commands 0:3 0:3: -yW
1754444183.294955 cmd_parse_build_commands 0:3 0:4: -T
1754444183.294957 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{session_name}
1754444183.294959 cmd_parse_build_commands 0:3 0:6: Next
1754444183.294962 cmd_parse_build_commands 0:3 0:7: n
1754444183.294964 cmd_parse_build_commands 0:3 0:8 0:0: switch-client
1754444183.294967 cmd_parse_build_commands 0:3 0:8 0:1: -n
1754444183.294969 cmd_parse_build_commands 0:3 0:9: Previous
1754444183.294971 cmd_parse_build_commands 0:3 0:10: p
1754444183.294974 cmd_parse_build_commands 0:3 0:11 0:0: switch-client
1754444183.294976 cmd_parse_build_commands 0:3 0:11 0:1: -p
1754444183.294978 cmd_parse_build_commands 0:3 0:12: 
1754444183.294981 cmd_parse_build_commands 0:3 0:13: Renumber
1754444183.294983 cmd_parse_build_commands 0:3 0:14: N
1754444183.294985 cmd_parse_build_commands 0:3 0:15 0:0: move-window
1754444183.294988 cmd_parse_build_commands 0:3 0:15 0:1: -r
1754444183.294990 cmd_parse_build_commands 0:3 0:16: Rename
1754444183.294992 cmd_parse_build_commands 0:3 0:17: n
1754444183.294995 cmd_parse_build_commands 0:3 0:18 0:0: command-prompt
1754444183.294997 cmd_parse_build_commands 0:3 0:18 0:1: -I
1754444183.295000 cmd_parse_build_commands 0:3 0:18 0:2: #S
1754444183.295002 cmd_parse_build_commands 0:3 0:18 0:3 0:0: rename-session
1754444183.295004 cmd_parse_build_commands 0:3 0:18 0:3 0:1: --
1754444183.295010 cmd_parse_build_commands 0:3 0:18 0:3 0:2: %%
1754444183.295012 cmd_parse_build_commands 0:3 0:19: 
1754444183.295015 cmd_parse_build_commands 0:3 0:20: New Session
1754444183.295017 cmd_parse_build_commands 0:3 0:21: s
1754444183.295019 cmd_parse_build_commands 0:3 0:22 0:0: new-session
1754444183.295022 cmd_parse_build_commands 0:3 0:23: New Window
1754444183.295024 cmd_parse_build_commands 0:3 0:24: w
1754444183.295027 cmd_parse_build_commands 0:3 0:25 0:0: new-window
1754444183.295029 cmd_parse_build_commands 0:0: display-menu
1754444183.295032 cmd_parse_build_commands 0:1: -t=
1754444183.295034 cmd_parse_build_commands 0:2: -xM
1754444183.295036 cmd_parse_build_commands 0:3: -yW
1754444183.295039 cmd_parse_build_commands 0:4: -T
1754444183.295041 cmd_parse_build_commands 0:5: #[align=centre]#{session_name}
1754444183.295043 cmd_parse_build_commands 0:6: Next
1754444183.295046 cmd_parse_build_commands 0:7: n
1754444183.295048 cmd_parse_build_commands 0:8 0:0: switch-client
1754444183.295050 cmd_parse_build_commands 0:8 0:1: -n
1754444183.295053 cmd_parse_build_commands 0:9: Previous
1754444183.295055 cmd_parse_build_commands 0:10: p
1754444183.295057 cmd_parse_build_commands 0:11 0:0: switch-client
1754444183.295060 cmd_parse_build_commands 0:11 0:1: -p
1754444183.295062 cmd_parse_build_commands 0:12: 
1754444183.295064 cmd_parse_build_commands 0:13: Renumber
1754444183.295067 cmd_parse_build_commands 0:14: N
1754444183.295069 cmd_parse_build_commands 0:15 0:0: move-window
1754444183.295072 cmd_parse_build_commands 0:15 0:1: -r
1754444183.295074 cmd_parse_build_commands 0:16: Rename
1754444183.295076 cmd_parse_build_commands 0:17: n
1754444183.295079 cmd_parse_build_commands 0:18 0:0: command-prompt
1754444183.295081 cmd_parse_build_commands 0:18 0:1: -I
1754444183.295083 cmd_parse_build_commands 0:18 0:2: #S
1754444183.295086 cmd_parse_build_commands 0:18 0:3 0:0: rename-session
1754444183.295088 cmd_parse_build_commands 0:18 0:3 0:1: --
1754444183.295090 cmd_parse_build_commands 0:18 0:3 0:2: %%
1754444183.295093 cmd_parse_build_commands 0:19: 
1754444183.295095 cmd_parse_build_commands 0:20: New Session
1754444183.295097 cmd_parse_build_commands 0:21: s
1754444183.295100 cmd_parse_build_commands 0:22 0:0: new-session
1754444183.295102 cmd_parse_build_commands 0:23: New Window
1754444183.295104 cmd_parse_build_commands 0:24: w
1754444183.295107 cmd_parse_build_commands 0:25 0:0: new-window
1754444183.295110 cmd_parse_build_commands 0:0: switch-client
1754444183.295112 cmd_parse_build_commands 0:1: -n
1754444183.295115 args_parse_flags: next -n
1754444183.295118 args_parse_flags: -n
1754444183.295120 args_parse: flags end at 2 of 2
1754444183.295123 cmd_parse_build_commands: switch-client -n
1754444183.295126 cmd_parse_build_commands 0:0: switch-client
1754444183.295128 cmd_parse_build_commands 0:1: -p
1754444183.295131 args_parse_flags: next -p
1754444183.295133 args_parse_flags: -p
1754444183.295136 args_parse: flags end at 2 of 2
1754444183.295139 cmd_parse_build_commands: switch-client -p
1754444183.295141 cmd_parse_build_commands 0:0: move-window
1754444183.295143 cmd_parse_build_commands 0:1: -r
1754444183.295146 args_parse_flags: next -r
1754444183.295149 args_parse_flags: -r
1754444183.295151 args_parse: flags end at 2 of 2
1754444183.295154 cmd_parse_build_commands: move-window -r
1754444183.295156 cmd_parse_build_commands 0:0: command-prompt
1754444183.295158 cmd_parse_build_commands 0:1: -I
1754444183.295161 cmd_parse_build_commands 0:2: #S
1754444183.295163 cmd_parse_build_commands 0:3 0:0: rename-session
1754444183.295166 cmd_parse_build_commands 0:3 0:1: --
1754444183.295168 cmd_parse_build_commands 0:3 0:2: %%
1754444183.295171 cmd_parse_build_commands 0:0: rename-session
1754444183.295173 cmd_parse_build_commands 0:1: --
1754444183.295175 cmd_parse_build_commands 0:2: %%
1754444183.295178 args_parse_flags: next --
1754444183.295181 args_parse: flags end at 2 of 3
1754444183.295183 args_parse: 2 = %% (type STRING)
1754444183.295186 cmd_parse_build_commands: rename-session "%%"
1754444183.295191 args_parse_flags: next -I
1754444183.295194 args_parse_flag_argument: -I = #S
1754444183.295196 args_parse: flags end at 3 of 4
1754444183.295199 args_parse: 3 = rename-session "%%" (type COMMANDS)
1754444183.295203 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1754444183.295205 cmd_parse_build_commands 0:0: new-session
1754444183.295208 args_parse: flags end at 1 of 1
1754444183.295220 cmd_parse_build_commands: new-session
1754444183.295225 cmd_parse_build_commands 0:0: new-window
1754444183.295228 args_parse: flags end at 1 of 1
1754444183.295231 cmd_parse_build_commands: new-window
1754444183.295233 args_parse_flags: next -t=
1754444183.295236 args_parse_flag_argument: -t = =
1754444183.295238 args_parse_flags: next -xM
1754444183.295240 args_parse_flag_argument: -x = M
1754444183.295243 args_parse_flags: next -yW
1754444183.295245 args_parse_flag_argument: -y = W
1754444183.295247 args_parse_flags: next -T
1754444183.295249 args_parse_flag_argument: -T = #[align=centre]#{session_name}
1754444183.295252 args_parse_flags: next Next
1754444183.295254 args_parse: flags end at 6 of 26
1754444183.295256 args_parse: 6 = Next (type STRING)
1754444183.295259 args_parse: 7 = n (type STRING)
1754444183.295262 args_parse: 8 = switch-client -n (type COMMANDS)
1754444183.295264 args_parse: 9 = Previous (type STRING)
1754444183.295267 args_parse: 10 = p (type STRING)
1754444183.295269 args_parse: 11 = switch-client -p (type COMMANDS)
1754444183.295272 args_parse: 12 =  (type STRING)
1754444183.295274 args_parse: 13 = Renumber (type STRING)
1754444183.295277 args_parse: 14 = N (type STRING)
1754444183.295279 args_parse: 15 = move-window -r (type COMMANDS)
1754444183.295282 args_parse: 16 = Rename (type STRING)
1754444183.295284 args_parse: 17 = n (type STRING)
1754444183.295288 args_parse: 18 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1754444183.295291 args_parse: 19 =  (type STRING)
1754444183.295293 args_parse: 20 = New Session (type STRING)
1754444183.295296 args_parse: 21 = s (type STRING)
1754444183.295298 args_parse: 22 = new-session (type COMMANDS)
1754444183.295301 args_parse: 23 = New Window (type STRING)
1754444183.295303 args_parse: 24 = w (type STRING)
1754444183.295306 args_parse: 25 = new-window (type COMMANDS)
1754444183.295320 cmd_parse_build_commands: display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1754444183.295323 args_parse_flags: next -n
1754444183.295325 args_parse_flags: -n
1754444183.295328 args_parse_flags: next M-MouseDown3StatusLeft
1754444183.295330 args_parse: flags end at 2 of 4
1754444183.295333 args_parse: 2 = M-MouseDown3StatusLeft (type STRING)
1754444183.295346 args_parse: 3 = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } (type COMMANDS)
1754444183.295367 cmd_parse_build_commands: bind-key -n M-MouseDown3StatusLeft { display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } }
1754444183.295371 cmdq_get_command: [bind-key/0x561adbef1190] group 1006
1754444183.295373 cmdq_append <global>: [bind-key/0x561adbef1190]
1754444183.295376 yylex_token: end at WS
1754444183.295378 yylex_token: bind
1754444183.295380 yylex_token: end at WS
1754444183.295382 yylex_token: -n
1754444183.295385 yylex_token: end at WS
1754444183.295387 yylex_token: MouseDown3Status
1754444183.295389 yylex_token: end at WS
1754444183.295392 yylex_token: display-menu
1754444183.295397 yylex_token: end at WS
1754444183.295400 yylex_token: -t=
1754444183.295402 yylex_token: end at WS
1754444183.295404 yylex_token: -xW
1754444183.295406 yylex_token: end at WS
1754444183.295408 yylex_token: -yW
1754444183.295411 yylex_token: end at WS
1754444183.295413 yylex_token: -T
1754444183.295416 yylex_token: end at WS
1754444183.295418 yylex_token: #[align=centre]#{window_index}:#{window_name}
1754444183.295421 yylex_token: end at WS
1754444183.295423 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1754444183.295426 yylex_token: end at WS
1754444183.295428 yylex_token: l
1754444183.295430 yylex_token: end at WS
1754444183.295433 yylex_token: swap-window
1754444183.295435 yylex_token: end at }
1754444183.295437 yylex_token: -t:-1
1754444183.295440 yylex_token: end at WS
1754444183.295442 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1754444183.295445 yylex_token: end at WS
1754444183.295447 yylex_token: r
1754444183.295449 yylex_token: end at WS
1754444183.295451 yylex_token: swap-window
1754444183.295454 yylex_token: end at }
1754444183.295456 yylex_token: -t:+1
1754444183.295459 yylex_token: end at WS
1754444183.295466 yylex_token: #{?pane_marked_set,,-}Swap Marked
1754444183.295469 yylex_token: end at WS
1754444183.295471 yylex_token: s
1754444183.295473 yylex_token: end at }
1754444183.295476 yylex_token: swap-window
1754444183.295478 yylex_token: end at WS
1754444183.295480 yylex_token: 
1754444183.295482 yylex_token: end at WS
1754444183.295484 yylex_token: Kill
1754444183.295487 yylex_token: end at WS
1754444183.295489 yylex_token: X
1754444183.295491 yylex_token: end at }
1754444183.295493 yylex_token: kill-window
